"","town","tract","longitude","latitude","value","cmedv","crime","residential","industrial","river","nox","rooms","older","distance","highway","tax","ptratio","lstat","black"
"293","Westwood",4123,-71.1070023,42.1306992,27.8999996,27.8999996,0.036150001,80,4.94999981,"no",0.411000013,6.63000011,23.3999996,5.11670017,4,245,19.2000008,4.69999981,0
"294","Norwood",4131,-71.1090012,42.1100006,23.8999996,23.8999996,0.0826499984,0,13.9200001,"no",0.437000006,6.12699986,18.3999996,5.50269985,4,289,16,8.57999992,0
"295","Norwood",4132,-71.1179962,42.1217003,21.7000008,21.7000008,0.0819900036,0,13.9200001,"no",0.437000006,6.00899982,42.2999992,5.50269985,4,289,16,10.3999996,0
"296","Norwood",4133,-71.1308975,42.1166,28.6000004,28.6000004,0.129319996,0,13.9200001,"no",0.437000006,6.67799997,31.1000004,5.9604001,4,289,16,6.26999998,0
"297","Norwood",4134,-71.1279984,42.1108017,27.1000004,27.1000004,0.0537200011,0,13.9200001,"no",0.437000006,6.54899979,51,5.9604001,4,289,16,7.38999987,0.322251827
"298","Norwood",4135,-71.1210022,42.1025009,20.2999992,20.2999992,0.141029999,0,13.9200001,"no",0.437000006,5.78999996,58,6.32000017,4,289,16,15.8400002,0
"299","Sharon",4141,-71.1200027,42.0724983,22.5,22.5,0.0646599978,70,2.24000001,"no",0.400000006,6.34499979,20.1000004,7.8277998,5,358,14.8000002,4.96999979,2.3172183
"300","Sharon",4142,-71.0999985,42.0589981,29,29,0.0556100011,70,2.24000001,"no",0.400000006,7.04099989,10,7.8277998,5,358,14.8000002,4.73999977,2.04263997
"301","Sharon",4143,-71.1035004,42.0735016,24.7999992,24.7999992,0.0441699997,70,2.24000001,"no",0.400000006,6.87099981,47.4000015,7.8277998,5,358,14.8000002,6.07000017,0.481203526
"302","Canton",4151,-71.0875015,42.0950012,22,22,0.0353699997,34,6.09000015,"no",0.432999998,6.59000015,40.4000015,5.49170017,7,329,16.1000004,9.5,0.0913371518
"303","Canton",4152,-71.0625,42.1020012,26.3999996,26.3999996,0.0926600024,34,6.09000015,"no",0.432999998,6.49499989,18.3999996,5.49170017,7,329,16.1000004,8.67000008,1.06374407
"304","Canton",4153,-71.0865021,42.1199989,33.0999985,33.0999985,0.100000001,34,6.09000015,"no",0.432999998,6.98199987,17.7000008,5.49170017,7,329,16.1000004,4.86000013,0.515601695
"305","Milton",4161,-71.0465012,42.1450005,36.0999985,36.0999985,0.0551499985,33,2.18000007,"no",0.472000003,7.23600006,41.0999985,4.02199984,7,222,18.3999996,6.92999983,0.256075501
"306","Milton",4162,-71.0569992,42.1525002,28.3999996,28.3999996,0.0547900014,33,2.18000007,"no",0.472000003,6.61600018,58.0999985,3.36999989,7,222,18.3999996,8.93000031,0.281582534
"307","Milton",4163,-71.0449982,42.1590004,33.4000015,33.4000015,0.075029999,33,2.18000007,"no",0.472000003,7.42000008,71.9000015,3.09920001,7,222,18.3999996,6.46999979,0
"308","Milton",4164,-71.0279999,42.1565018,28.2000008,28.2000008,0.0493200012,33,2.18000007,"no",0.472000003,6.84899998,70.3000031,3.18269992,7,222,18.3999996,7.53000021,0
"309","Quincy",4171,-71.0138016,42.1554985,22.7999992,22.7999992,0.492980003,0,9.89999962,"no",0.54400003,6.63500023,82.5,3.31750011,4,304,18.3999996,4.53999996,0
"310","Quincy",4172,-71.0201035,42.1599998,20.2999992,20.2999992,0.349400014,0,9.89999962,"no",0.54400003,5.97200012,76.6999969,3.10249996,4,304,18.3999996,9.97000027,0.0524030663
"311","Quincy",4173,-71.0159988,42.1759987,16.1000004,16.1000004,2.63547993,0,9.89999962,"no",0.54400003,4.97300005,37.7999992,2.51939988,4,304,18.3999996,12.6400003,3.80118179
"312","Quincy",4174,-71.0074997,42.1780014,22.1000004,22.1000004,0.790409982,0,9.89999962,"no",0.54400003,6.12200022,52.7999992,2.64030004,4,304,18.3999996,5.98000002,0
"313","Quincy",4175,-71.0149994,42.1669998,19.3999996,19.3999996,0.261689991,0,9.89999962,"no",0.54400003,6.02299976,90.4000015,2.83400011,4,304,18.3999996,11.7200003,0.0476380102
"314","Quincy",4176,-71.0074997,42.1613007,21.6000004,21.6000004,0.269380003,0,9.89999962,"no",0.54400003,6.26599979,82.8000031,3.26279998,4,304,18.3999996,7.9000001,0.279190063
"315","Quincy",4177,-71,42.1529999,23.7999992,23.7999992,0.369199991,0,9.89999962,"no",0.54400003,6.56699991,87.3000031,3.60229993,4,304,18.3999996,9.27999973,0.096105516
"316","Quincy",4178,-70.9794998,42.1580009,16.2000008,16.2000008,0.253560007,0,9.89999962,"no",0.54400003,5.70499992,77.6999969,3.94499993,4,304,18.3999996,11.5,0.0381066054
"317","Quincy",4179,-70.987999,42.1484985,17.7999992,17.7999992,0.318269998,0,9.89999962,"no",0.54400003,5.91400003,83.1999969,3.99860001,4,304,18.3999996,18.3299999,0.493999302
"318","Quincy",4180,-71.0039978,42.1425018,19.7999992,19.7999992,0.245220006,0,9.89999962,"no",0.54400003,5.78200006,71.6999969,4.03170013,4,304,18.3999996,15.9399996,0
"319","Quincy",4181,-71.0100021,42.1500015,23.1000004,23.1000004,0.402020007,0,9.89999962,"no",0.54400003,6.38199997,67.1999969,3.53250003,4,304,18.3999996,10.3599997,0.134270236
"320","Quincy",4182,-71.0199966,42.151001,21,21,0.475470006,0,9.89999962,"no",0.54400003,6.11299992,58.7999992,4.0019002,4,304,18.3999996,12.7299995,0.0531960949
"321","Braintree",4191,-71.0084991,42.1290016,23.7999992,23.7999992,0.167600006,0,7.38000011,"no",0.493000001,6.42600012,52.2999992,4.54040003,5,287,19.6000004,7.19999981,0
"322","Braintree",4192,-70.9974976,42.1339989,23.1000004,23.1000004,0.181590006,0,7.38000011,"no",0.493000001,6.37599993,54.2999992,4.54040003,5,287,19.6000004,6.86999989,0
"323","Braintree",4193,-70.9899979,42.1366997,20.3999996,20.3999996,0.351139992,0,7.38000011,"no",0.493000001,6.04099989,49.9000015,4.72109985,5,287,19.6000004,7.69999981,0
"324","Braintree",4194,-70.9833984,42.1375008,18.5,18.5,0.28391999,0,7.38000011,"no",0.493000001,5.70800018,74.3000031,4.72109985,5,287,19.6000004,11.7399998,0.459613025
"325","Braintree",4195,-70.989502,42.1264992,25,25,0.341089994,0,7.38000011,"no",0.493000001,6.41499996,40.0999985,4.72109985,5,287,19.6000004,6.11999989,0
"326","Braintree",4196,-71,42.1066017,24.6000004,24.6000004,0.191860005,0,7.38000011,"no",0.493000001,6.43100023,14.6999998,5.41590023,5,287,19.6000004,5.07999992,0.256075501
"327","Braintree",4197,-70.9994965,42.1175003,23,23,0.303469986,0,7.38000011,"no",0.493000001,6.3119998,28.8999996,5.41590023,5,287,19.6000004,6.1500001,0
"328","Braintree",4198,-71.0100021,42.1214981,22.2000008,22.2000008,0.241029993,0,7.38000011,"no",0.493000001,6.08300018,43.7000008,5.41590023,5,287,19.6000004,12.79,0
"329","Randolph",4201,-71.0274963,42.112999,19.2999992,19.2999992,0.0661699995,0,3.24000001,"no",0.460000008,5.86800003,25.7999992,5.21460009,4,430,16.8999996,9.97000027,1.15826643
"330","Randolph",4202,-71.0414963,42.1150017,22.6000004,22.6000004,0.0672399998,0,3.24000001,"no",0.460000008,6.33300018,17.2000008,5.21460009,4,430,16.8999996,7.34000015,1.74561346
"331","Randolph",4203,-71.0250015,42.0979996,19.7999992,19.7999992,0.0454399996,0,3.24000001,"no",0.460000008,6.14400005,32.2000008,5.87360001,4,430,16.8999996,9.09000015,2.29003382
"332","Holbrook",4211,-71.0114975,42.0864983,17.1000004,17.1000004,0.0502300002,35,6.05999994,"no",0.437900007,5.70599985,28.3999996,6.64069986,1,304,16.8999996,12.4300003,0.22898829
"333","Holbrook",4212,-70.9960022,42.0895004,19.3999996,19.3999996,0.0346600004,35,6.05999994,"no",0.437900007,6.03100014,23.2999992,6.64069986,1,304,16.8999996,7.82999992,2.81279206
"334","Weymouth",4221,-70.9794998,42.0994987,22.2000008,22.2000008,0.0508299991,0,5.19000006,"no",0.514999986,6.31599998,38.0999985,6.45839977,5,224,20.2000008,5.67999983,0.573244572
"335","Weymouth",4222,-70.9649963,42.1010017,20.7000008,20.7000008,0.0373799987,0,5.19000006,"no",0.514999986,6.30999994,38.5,6.45839977,5,224,20.2000008,6.75,0.598076522
"336","Weymouth",4223,-70.9700012,42.1150017,21.1000004,21.1000004,0.0396099985,0,5.19000006,"no",0.514999986,6.03700018,34.5,5.98530006,5,224,20.2000008,8.01000023,0
"337","Weymouth",4224,-70.9759979,42.1279984,19.5,19.5,0.0342699997,0,5.19000006,"no",0.514999986,5.86899996,46.2999992,5.23110008,5,224,20.2000008,9.80000019,0
"338","Weymouth",4225,-70.9601974,42.1269989,18.5,18.5,0.0304099992,0,5.19000006,"no",0.514999986,5.89499998,59.5999985,5.61499977,5,224,20.2000008,10.5600004,0.166092664
"339","Weymouth",4226,-70.9633026,42.1374016,20.6000004,20.6000004,0.0330599993,0,5.19000006,"no",0.514999986,6.05900002,37.2999992,4.81220007,5,224,20.2000008,8.51000023,0.0603456348
"340","Weymouth",4227,-70.9674988,42.144001,19,19,0.0549699999,0,5.19000006,"no",0.514999986,5.98500013,45.4000015,4.81220007,5,224,20.2000008,9.73999977,0
"341","Weymouth",4228,-70.9649963,42.1502991,18.7000008,18.7000008,0.0615100004,0,5.19000006,"no",0.514999986,5.96799994,58.5,4.81220007,5,224,20.2000008,9.28999996,0
"342","Cohasset",4231,-70.8874969,42.1464996,32.7000008,32.7000008,0.0130099999,35,1.51999998,"no",0.442000002,7.24100018,49.2999992,7.03789997,1,284,15.5,5.48999977,0.171663597
"343","Hull",5001,-70.9150009,42.1599998,16.5,16.5,0.0249799993,0,1.88999999,"no",0.518000007,6.53999996,59.7000008,6.26690006,1,422,15.8999996,8.64999962,0.553223372
"344","Hingham",5011,-70.9369965,42.1474991,23.8999996,23.8999996,0.0254299995,55,3.77999997,"no",0.483999997,6.6960001,56.4000015,5.73210001,5,370,17.6000004,7.17999983,0
"345","Hingham",5012,-70.9325027,42.1230011,31.2000008,31.2000008,0.0304899998,55,3.77999997,"no",0.483999997,6.87400007,28.1000004,6.46540022,5,370,17.6000004,4.61000013,0.712762117
"346","Rockland",5021,-70.9469986,42.0724983,17.5,17.5,0.0311299991,0,4.38999987,"no",0.442000002,6.01399994,48.5,8.01360035,3,352,18.7999992,10.5299997,0.900078475
"347","Rockland",5022,-70.9501038,42.0825005,17.2000008,17.2000008,0.0616200007,0,4.38999987,"no",0.442000002,5.89799976,52.2999992,8.01360035,3,352,18.7999992,12.6700001,2.61705661
"348","Hanover",5031,-70.9274979,42.0794983,23.1000004,23.1000004,0.0186999999,85,4.1500001,"no",0.42899999,6.51599979,27.7000008,8.53530025,4,351,17.8999996,6.36000013,0.35576582
"349","Norwell",5041,-70.9199982,42.1016006,24.5,24.5,0.0150100002,80,2.00999999,"no",0.435000002,6.63500023,29.7000008,8.34399986,4,280,17,5.98999977,0.474804223
"350","Scituate",5051,-70.8550034,42.1300011,26.6000004,26.6000004,0.0289900005,40,1.25,"no",0.42899999,6.93900013,34.5,8.79209995,1,335,19.7000008,5.88999987,0.562029123
"351","Scituate",5052,-70.8330002,42.1150017,22.8999996,22.8999996,0.0621099994,40,1.25,"no",0.42899999,6.48999977,44.4000015,8.79209995,1,335,19.7000008,5.98000002,0
"352","Marshfield",5061,-70.8300018,42.0774994,24.1000004,24.1000004,0.0794999972,60,1.69000006,"no",0.411000013,6.579,35.9000015,10.7103004,4,411,18.2999992,5.48999977,2.10829353
"353","Marshfield",5062,-70.8099976,42.0589981,18.6000004,18.6000004,0.0724399984,60,1.69000006,"no",0.411000013,5.88399982,18.5,10.7103004,4,411,18.2999992,7.78999996,0.363749236
"354","Duxbury",5071,-70.8300018,42.0485001,30.1000004,30.1000004,0.0170900002,90,2.01999998,"no",0.409999996,6.72800016,36.0999985,12.1265001,5,187,17,4.5,0.995161295
"355","Pembroke",5081,-70.8529968,42.0519981,18.2000008,18.2000008,0.0430100001,80,1.90999997,"no",0.412999988,5.66300011,21.8999996,10.5857,4,334,22,8.05000019,1.12916815
"356","Pembroke",5082,-70.8525009,42.0299988,20.6000004,20.6000004,0.106590003,80,1.90999997,"no",0.412999988,5.93599987,19.5,10.5857,4,334,22,5.57000017,1.67789865
"357","Boston Allston-Brighton",1,-71.0830002,42.2172012,17.7999992,17.7999992,8.98295975,0,18.1000004,"yes",0.769999981,6.21199989,97.4000015,2.12220001,24,666,20.2000008,17.6000004,1.54025614
"358","Boston Allston-Brighton",2,-71.0950012,42.2120018,21.7000008,21.7000008,3.84969997,0,18.1000004,"yes",0.769999981,6.39499998,91,2.50519991,24,666,20.2000008,13.2700005,0.442827135
"359","Boston Allston-Brighton",3,-71.1007004,42.2099991,22.7000008,22.7000008,5.20176983,0,18.1000004,"yes",0.769999981,6.12699986,83.4000015,2.72270012,24,666,20.2000008,11.4799995,0.116774999
"360","Boston Allston-Brighton",4,-71.0930023,42.2070007,22.6000004,22.6000004,4.2613101,0,18.1000004,"no",0.769999981,6.11199999,81.3000031,2.50909996,24,666,20.2000008,12.6700001,0.490802497
"361","Boston Allston-Brighton",5,-71.0904999,42.2033005,25,25,4.54192019,0,18.1000004,"no",0.769999981,6.39799976,88,2.51819992,24,666,20.2000008,7.78999996,1.79869294
"362","Boston Allston-Brighton",6,-71.0865021,42.2099991,19.8999996,19.8999996,3.83683991,0,18.1000004,"no",0.769999981,6.25099993,91.0999985,2.29550004,24,666,20.2000008,14.1899996,3.78429413
"363","Boston Allston-Brighton",7,-71.0810013,42.2080002,20.7999992,20.7999992,3.67822003,0,18.1000004,"no",0.769999981,5.36199999,96.1999969,2.10360003,24,666,20.2000008,10.1899996,1.29181612
"364","Boston Allston-Brighton",8,-71.0865021,42.2150002,16.7999992,16.7999992,4.22239017,0,18.1000004,"yes",0.769999981,5.80299997,89,1.90470004,24,666,20.2000008,14.6400003,3.58282995
"365","Boston Back Bay",101,-71.0589981,42.2098007,21.8999996,21.8999996,3.47428012,0,18.1000004,"yes",0.717999995,8.77999973,82.9000015,1.90470004,24,666,20.2000008,5.28999996,3.45590091
"366","Boston Back Bay",102,-71.0595016,42.2075005,27.5,27.5,4.55587006,0,18.1000004,"no",0.717999995,3.56100011,87.9000015,1.61319995,24,666,20.2000008,7.11999989,3.4433043
"367","Boston Back Bay",104,-71.0540009,42.2052002,21.8999996,21.8999996,3.69694996,0,18.1000004,"no",0.717999995,4.96299982,91.4000015,1.75230002,24,666,20.2000008,14,6.7834549
"368","Boston Back Bay",105,-71.0507965,42.2070007,23.1000004,23.1000004,13.5221996,0,18.1000004,"no",0.630999982,3.86299992,100,1.51059997,24,666,20.2000008,13.3299999,26.7481041
"369","Boston Back Bay",107,-71.0479965,42.2104988,50,50,4.89822006,0,18.1000004,"no",0.630999982,4.96999979,100,1.33249998,24,666,20.2000008,3.25999999,1.72031403
"370","Boston Back Bay",108,-71.0496979,42.2125015,50,50,5.66998005,0,18.1000004,"yes",0.630999982,6.68300009,96.8000031,1.35669994,24,666,20.2000008,3.73000002,1.73581791
"371","Boston Beacon Hill",201,-71.0421982,42.2144012,50,50,6.53876019,0,18.1000004,"yes",0.630999982,7.01599979,97.5,1.20239997,24,666,20.2000008,2.96000004,0.386103928
"372","Boston Beacon Hill",202,-71.0417023,42.2159996,50,50,9.2322998,0,18.1000004,"no",0.630999982,6.21600008,100,1.16910005,24,666,20.2000008,9.52999973,2.48967099
"373","Boston Beacon Hill",203,-71.0397034,42.2182007,50,50,8.26725006,0,18.1000004,"yes",0.667999983,5.875,89.5999985,1.12960005,24,666,20.2000008,8.88000011,4.01864672
"374","Boston North End",301,-71.0338974,42.2206993,13.8000002,13.8000002,11.1080999,0,18.1000004,"no",0.667999983,4.90600014,100,1.17420006,24,666,20.2000008,34.7700005,0
"375","Boston North End",302,-71.0345993,42.2187004,13.8000002,13.8000002,18.4981995,0,18.1000004,"no",0.667999983,4.13800001,100,1.13699996,24,666,20.2000008,37.9700012,0
"376","Boston Charlestown",401,-71.0366974,42.223999,15,15,19.6091003,0,18.1000004,"no",0.671000004,7.3130002,97.9000015,1.31630003,24,666,20.2000008,13.4399996,0
"377","Boston Charlestown",402,-71.0339966,42.2260017,13.8999996,13.8999996,15.2880001,0,18.1000004,"no",0.671000004,6.64900017,93.3000031,1.34490001,24,666,20.2000008,23.2399998,2.74885869
"378","Boston Charlestown",403,-71.038002,42.2265015,13.3000002,13.3000002,9.82349014,0,18.1000004,"no",0.671000004,6.79400015,98.8000031,1.35800004,24,666,20.2000008,21.2399998,0
"379","Boston Charlestown",404,-71.0400009,42.2248001,13.1000004,13.1000004,23.6481991,0,18.1000004,"no",0.671000004,6.38000011,96.1999969,1.38610005,24,666,20.2000008,23.6900005,0
"380","Boston Charlestown",405,-71.0400009,42.2275009,10.1999998,10.1999998,17.8666992,0,18.1000004,"no",0.671000004,6.22300005,100,1.38610005,24,666,20.2000008,21.7800007,0.251294971
"381","Boston Charlestown",406,-71.0459976,42.2299995,10.3999996,10.3999996,88.9761963,0,18.1000004,"no",0.671000004,6.96799994,91.9000015,1.41649997,24,666,20.2000008,17.2099991,0
"382","Boston East Boston",407,-71.0410004,42.2290001,10.8999996,10.8999996,15.8744001,0,18.1000004,"no",0.671000004,6.54500008,99.0999985,1.51919997,24,666,20.2000008,21.0799999,0
"383","Boston East Boston",501,-71.0230026,42.2286987,11.3000002,11.3000002,9.1870203,0,18.1000004,"no",0.699999988,5.53599977,100,1.58039999,24,666,20.2000008,23.6000004,0
"384","Boston East Boston",502,-71.0214996,42.2270012,12.3000002,12.3000002,7.9924798,0,18.1000004,"no",0.699999988,5.51999998,100,1.53310001,24,666,20.2000008,24.5599995,0
"385","Boston East Boston",503,-71.024498,42.2234993,8.80000019,8.80000019,20.0848999,0,18.1000004,"no",0.699999988,4.36800003,91.1999969,1.43949997,24,666,20.2000008,30.6299992,9.53692913
"386","Boston East Boston",504,-71.0234985,42.2212982,7.19999981,7.19999981,16.8118,0,18.1000004,"no",0.699999988,5.27699995,98.0999985,1.42610002,24,666,20.2000008,30.8099995,0
"387","Boston East Boston",506,-71.0227966,42.2230988,10.5,10.5,24.3938007,0,18.1000004,"no",0.699999988,4.65199995,100,1.46720004,24,666,20.2000008,28.2800007,0
"388","Boston East Boston",507,-71.0214996,42.2248001,7.4000001,7.4000001,22.5970993,0,18.1000004,"no",0.699999988,5,89.5,1.51839995,24,666,20.2000008,31.9899998,0
"389","Boston East Boston",508,-71.0195007,42.2254982,10.1999998,10.1999998,14.3337002,0,18.1000004,"no",0.699999988,4.88000011,100,1.58949995,24,666,20.2000008,30.6200008,1.9328233
"390","Boston East Boston",509,-71.0167999,42.2280998,11.5,11.5,8.15174007,0,18.1000004,"no",0.699999988,5.38999987,98.9000015,1.72809994,24,666,20.2000008,20.8500004,0
"391","Boston East Boston",510,-71.0109024,42.2299995,15.1000004,15.1000004,6.9621501,0,18.1000004,"no",0.699999988,5.71299982,97,1.92649996,24,666,20.2000008,17.1100006,0.196339145
"392","Boston East Boston",511,-71.0035019,42.2330017,23.2000008,23.2000008,5.29304981,0,18.1000004,"no",0.699999988,6.05100012,82.5,2.16779995,24,666,20.2000008,18.7600002,1.48739958
"393","Boston East Boston",512,-71.0199966,42.2205009,9.69999981,9.69999981,11.5778999,0,18.1000004,"no",0.699999988,5.03599977,97,1.76999998,24,666,20.2000008,25.6800003,0
"394","Boston South Boston",601,-71.0167007,42.2010002,13.8000002,13.8000002,8.64476013,0,18.1000004,"no",0.693000019,6.19299984,92.5999985,1.79120004,24,666,20.2000008,15.1700001,0
"395","Boston South Boston",602,-71.0199966,42.1992989,12.6999998,12.6999998,13.3598003,0,18.1000004,"no",0.693000019,5.88700008,94.6999969,1.78209996,24,666,20.2000008,16.3500004,0
"396","Boston South Boston",603,-71.0220032,42.1996002,13.1000004,13.1000004,8.71675014,0,18.1000004,"no",0.693000019,6.47100019,98.8000031,1.72570002,24,666,20.2000008,17.1200008,0.391692072
"397","Boston South Boston",604,-71.026001,42.1992989,12.5,12.5,5.87204981,0,18.1000004,"no",0.693000019,6.40500021,96,1.67680001,24,666,20.2000008,19.3700008,0
"398","Boston South Boston",605,-71.0250015,42.2024002,8.5,8.5,7.67201996,0,18.1000004,"no",0.693000019,5.74700022,98.9000015,1.63339996,24,666,20.2000008,19.9200001,0.302313149
"399","Boston South Boston",606,-71.0230026,42.2089996,5,5,38.351799,0,18.1000004,"no",0.693000019,5.45300007,100,1.48959994,24,666,20.2000008,30.5900002,0
"400","Boston South Boston",607,-71.0329971,42.2032013,6.30000019,6.30000019,9.91654968,0,18.1000004,"no",0.693000019,5.85200024,77.8000031,1.50039995,24,666,20.2000008,29.9699993,4.84847307
"401","Boston South Boston",608,-71.0326004,42.2010994,5.5999999,5.5999999,25.0461006,0,18.1000004,"no",0.693000019,5.98699999,100,1.58879995,24,666,20.2000008,26.7700005,0
"402","Boston South Boston",609,-71.0299988,42.2014999,7.19999981,7.19999981,14.2362003,0,18.1000004,"no",0.693000019,6.34299994,100,1.57410002,24,666,20.2000008,20.3199997,0
"403","Boston South Boston",610,-71.0299988,42.1987991,12.1000004,12.1000004,9.5957098,0,18.1000004,"no",0.693000019,6.40399981,100,1.63900006,24,666,20.2000008,20.3099995,1.67219329
"404","Boston South Boston",612,-71.0332031,42.1980019,8.30000019,8.30000019,24.8017006,0,18.1000004,"no",0.693000019,5.34899998,96,1.70280004,24,666,20.2000008,19.7700005,0
"405","Boston South Boston",613,-71.0345001,42.2000999,8.5,8.5,41.5292015,0,18.1000004,"no",0.693000019,5.53100014,85.4000015,1.60739994,24,666,20.2000008,27.3799992,5.60139418
"406","Boston South Boston",614,-71.0319977,42.2056999,5,5,67.9207993,0,18.1000004,"no",0.693000019,5.68300009,100,1.42540002,24,666,20.2000008,22.9799995,0.954048514
"407","Boston Downtown",702,-71.0390015,42.219799,11.8999996,11.8999996,20.7161999,0,18.1000004,"no",0.658999979,4.13800001,100,1.17809999,24,666,20.2000008,23.3400002,2.15429306
"408","Boston Downtown",703,-71.0427017,42.2089996,27.8999996,27.8999996,11.9511003,0,18.1000004,"no",0.658999979,5.6079998,100,1.2852,24,666,20.2000008,12.1300001,5.37275028
"409","Boston Downtown",705,-71.0437012,42.2050018,17.2000008,17.2000008,7.40389013,0,18.1000004,"no",0.597000003,5.6170001,97.9000015,1.45469999,24,666,20.2000008,26.3999996,6.90721846
"410","Boston Downtown",706,-71.0455017,42.2060013,27.5,27.5,14.4383001,0,18.1000004,"no",0.597000003,6.85200024,100,1.4655,24,666,20.2000008,19.7800007,20.6490841
"411","Boston Downtown",707,-71.0462036,42.2075005,15,15,51.1357994,0,18.1000004,"no",0.597000003,5.75699997,100,1.41299999,24,666,20.2000008,10.1099997,57.9009819
"412","Boston Downtown",708,-71.0486984,42.2047997,17.2000008,17.2000008,14.0507002,0,18.1000004,"no",0.597000003,6.65700006,100,1.52750003,24,666,20.2000008,21.2199993,44.2783546
"413","Boston Downtown",709,-71.0469971,42.2029991,17.8999996,17.8999996,18.8110008,0,18.1000004,"no",0.597000003,4.62799978,100,1.5539,24,666,20.2000008,34.3699989,46.032383
"414","Boston Downtown",710,-71.0450974,42.2014999,16.2999992,16.2999992,28.6557999,0,18.1000004,"no",0.597000003,5.15500021,100,1.58940005,24,666,20.2000008,20.0799999,17.0685291
"415","Boston Roxbury",801,-71.0419998,42.1985016,7,7,45.7461014,0,18.1000004,"no",0.693000019,4.51900005,100,1.65820003,24,666,20.2000008,36.9799995,33.2897339
"416","Boston Roxbury",802,-71.0455017,42.1953011,7.19999981,7.19999981,18.0846004,0,18.1000004,"no",0.67900002,6.43400002,100,1.83469999,24,666,20.2000008,29.0499992,46.4924278
"417","Boston Roxbury",803,-71.047699,42.1964989,7.5,7.5,10.8341999,0,18.1000004,"no",0.67900002,6.78200006,90.8000031,1.81949997,24,666,20.2000008,25.7900009,48.3132706
"418","Boston Roxbury",805,-71.0497971,42.2006989,10.3999996,10.3999996,25.9405994,0,18.1000004,"no",0.67900002,5.3039999,89.0999985,1.64750004,24,666,20.2000008,26.6399994,27.3124676
"419","Boston Roxbury",807,-71.0524979,42.1988983,8.80000019,8.80000019,73.5341034,0,18.1000004,"no",0.67900002,5.95699978,100,1.80260003,24,666,20.2000008,20.6200008,50.1742439
"420","Boston Roxbury",808,-71.0586014,42.1999016,8.39999962,8.39999962,11.8122997,0,18.1000004,"no",0.717999995,6.82399988,76.5,1.79400003,24,666,20.2000008,22.7399998,40.9886398
"421","Boston Roxbury",809,-71.0617981,42.1990013,16.7000008,16.7000008,11.0874004,0,18.1000004,"no",0.717999995,6.41099977,100,1.85889995,24,666,20.2000008,15.0200005,6.54205179
"422","Boston Roxbury",810,-71.0650024,42.2018013,14.1999998,14.1999998,7.02259016,0,18.1000004,"no",0.717999995,6.00600004,95.3000031,1.87460005,24,666,20.2000008,15.6999998,6.43322325
"423","Boston Roxbury",811,-71.0664978,42.1969986,20.7999992,20.7999992,12.0481997,0,18.1000004,"no",0.614000022,5.64799976,87.5999985,1.95120001,24,666,20.2000008,14.1000004,9.004632
"424","Boston Roxbury",812,-71.0618973,42.1948013,13.3999996,13.3999996,7.05041981,0,18.1000004,"no",0.614000022,6.10300016,85.0999985,2.02180004,24,666,20.2000008,23.2900009,57.9800415
"425","Boston Roxbury",813,-71.0589981,42.1920013,11.6999998,11.6999998,8.79211998,0,18.1000004,"no",0.583999991,5.56500006,70.5999985,2.06349993,24,666,20.2000008,17.1599998,56.958477
"426","Boston Roxbury",814,-71.0577011,42.196701,8.30000019,8.30000019,15.8603001,0,18.1000004,"no",0.67900002,5.89599991,95.4000015,1.90960002,24,666,20.2000008,24.3899994,54.2364388
"427","Boston Roxbury",815,-71.0558014,42.1936989,10.1999998,10.1999998,12.2472,0,18.1000004,"no",0.583999991,5.83699989,59.7000008,1.99759996,24,666,20.2000008,15.6899996,47.2996826
"428","Boston Roxbury",816,-71.0541992,42.1960983,10.8999996,10.8999996,37.6618996,0,18.1000004,"no",0.67900002,6.20200014,78.6999969,1.86290002,24,666,20.2000008,14.5200005,49.2813988
"429","Boston Roxbury",817,-71.0521011,42.1940002,11,11,7.36710978,0,18.1000004,"no",0.67900002,6.19299984,78.0999985,1.93560004,24,666,20.2000008,21.5200005,31.8985519
"430","Boston Roxbury",818,-71.0485001,42.1920013,9.5,9.5,9.33889008,0,18.1000004,"no",0.67900002,6.38000011,95.5999985,1.96819997,24,666,20.2000008,24.0799999,38.3585701
"431","Boston Roxbury",819,-71.0547028,42.1889992,14.5,14.5,8.49213028,0,18.1000004,"no",0.583999991,6.34800005,86.0999985,2.05270004,24,666,20.2000008,17.6399994,34.1122856
"432","Boston Roxbury",820,-71.050499,42.1879997,14.1000004,14.1000004,10.0622997,0,18.1000004,"no",0.583999991,6.83300018,94.3000031,2.08820009,24,666,20.2000008,19.6900005,34.4815865
"433","Boston Roxbury",821,-71.052002,42.1853981,16.1000004,16.1000004,6.44404984,0,18.1000004,"no",0.583999991,6.42500019,74.8000031,2.20040011,24,666,20.2000008,12.0299997,31.7030354
"434","Boston Savin Hill",901,-71.0494995,42.1814995,14.3000002,14.3000002,5.58106995,0,18.1000004,"no",0.713,6.43599987,87.9000015,2.31579995,24,666,20.2000008,16.2199993,31.3471966
"435","Boston Savin Hill",902,-71.0475006,42.1842003,11.6999998,11.6999998,13.9133997,0,18.1000004,"no",0.713,6.20800018,95,2.22219992,24,666,20.2000008,15.1700001,31.2777672
"436","Boston Savin Hill",903,-71.0459976,42.1866989,13.3999996,13.3999996,11.1604004,0,18.1000004,"no",0.74000001,6.62900019,94.5999985,2.12470007,24,666,20.2000008,23.2700005,29.8563728
